"school_name","major_group","grand_total"
"GardenaSH","Substitutes-Day To Day And Long-Term",1324
"GardenaSH","Substitutes-Day To Day And Long-Term",1324
"GardenaSH","Substitutes-Day To Day And Long-Term",132400
"GardenaSH","Teacher - Library Media",98954
"GardenaSH","Teacher Academic Differentials",6316
"GardenaSH","Teacher Assistants",0
"GardenaSH","Teacher Assistants",12827
"GardenaSH","Teacher Assistants",12827
"GardenaSH","Teachers",95494
"GardenaSH","Teachers",96455
"GardenaSH","Teachers",3698701
"GardenaSH","Temporary Personnel Account",25264
"GardenaSH","Transportation",2590
"GardenaSH","Transportation",10045
"GardenGroveEL","Administrators (Principals & Assistant Principals)",134834
"GardenGroveEL","Advisors",58784
"GardenGroveEL","Arts Program",19098
"GardenGroveEL","Cafeteria",81590
"GardenGroveEL","Campus Aides",21030
"GardenGroveEL","Categorical Program Advisors",58763
"GardenGroveEL","Certificated Supplemental Time (X, Z, & Professional Development)",1402
"GardenGroveEL","Certificated Supplemental Time (X, Z, & Professional Development)",21720
"GardenGroveEL","Classified Overtime, X & Z Time",350
"GardenGroveEL","Classified Overtime, X & Z Time",1468
"GardenGroveEL","Clerical Substitutes",830
"GardenGroveEL","Clerical Support",35984
"GardenGroveEL","Clerical Support",124665
"GardenGroveEL","Coordinators",98954
"GardenGroveEL","Custodial Supplies",3805
"GardenGroveEL","Custodians",124334
"GardenGroveEL","Differentials/Longevities",718
"GardenGroveEL","Differentials/Longevities",1436
"GardenGroveEL","Employee Benefits/Adjustments/Public Employee Retirements",-17134
"GardenGroveEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GardenGroveEL","General Supplies",7293
"GardenGroveEL","Instructional Materials",1000
"GardenGroveEL","Instructional Materials",6864
"GardenGroveEL","Instructional Materials",8153
"GardenGroveEL","Instructional Materials",14603
"GardenGroveEL","Nurses",19790
"GardenGroveEL","Parent Involvement",4788
"GardenGroveEL","Parent Involvement",7654
"GardenGroveEL","Psychologists",5220
"GardenGroveEL","Psychologists",20800
"GardenGroveEL","School Readiness Language Development Program",115420
"GardenGroveEL","Sped-Allocation To Schools For Compliance",2933
"GardenGroveEL","Sped-Assistants",136737
"GardenGroveEL","Sped-Assistants-Preschool",46174
"GardenGroveEL","Sped-Ima Allocation To Schools",179
"GardenGroveEL","Sped-Teacher-Resource Specialist Program",106071
"GardenGroveEL","Sped-Teacher-Special Day Program-Preschool",106071
"GardenGroveEL","Substitutes-Day To Day And Long-Term",945
"GardenGroveEL","Substitutes-Day To Day And Long-Term",3780
"GardenGroveEL","Substitutes-Day To Day And Long-Term",59580
"GardenGroveEL","Teacher Assistants",946
"GardenGroveEL","Teacher Assistants",32080
"GardenGroveEL","Teachers",1767582
"GardenGroveEL","Temporary Personnel Account",4443
"GardenGroveEL","Temporary Personnel Account",9438
"GardenGroveEL","Transportation",740
"GardnerEL","Administrators (Principals & Assistant Principals)",116803
"GardnerEL","Advisors",59740
"GardnerEL","Arts Program",19098
"GardnerEL","Cafeteria",81590
"GardnerEL","Campus Aides",21030
"GardnerEL","Categorical Program Advisors",58763
"GardnerEL","Certificated Supplemental Time (X, Z, & Professional Development)",1400
"GardnerEL","Certificated Supplemental Time (X, Z, & Professional Development)",1918
"GardnerEL","Certificated Supplemental Time (X, Z, & Professional Development)",2400
"GardnerEL","Clerical Substitutes",786
"GardnerEL","Clerical Support",124665
"GardnerEL","Common Core State Standards",13080
"GardnerEL","Custodial Supplies",3809
"GardnerEL","Custodians",127062
"GardnerEL","Differentials/Longevities",718
"GardnerEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GardnerEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GardnerEL","General Supplies",7191
"GardnerEL","Instructional Materials",2209
"GardnerEL","Instructional Materials",3246
"GardnerEL","Instructional Materials",6592
"GardnerEL","Nurses",19790
"GardnerEL","Parent Involvement",2280
"GardnerEL","Psychologists",5220
"GardnerEL","Sped-Allocation To Schools For Compliance",1913
"GardnerEL","Sped-Assistants",234734
"GardnerEL","Sped-Ima Allocation To Schools",153
"GardnerEL","Sped-Teacher-Resource Specialist Program",100430
"GardnerEL","Sped-Teacher-Special Day Program",185807
"GardnerEL","Substitutes-Day To Day And Long-Term",52960
"GardnerEL","Teacher Assistants",51318
"GardnerEL","Teachers",1575733
"GardnerEL","Temporary Personnel Account",9306
"GardnerStElemSPS","Early Childhood Development",114480
"GarfieldCASAEWC","Options Program",288
"GarfieldCASAEWC","Options Program",463
"GarfieldCASAEWC","Options Program",2875
"GarfieldCASAEWC","Options Program",7650
"GarfieldCASAEWC","Options Program",16600
"GarfieldCASAEWC","Options Program",231016
"GarfieldCompSciMg","Clerical Substitutes",421
"GarfieldCompSciMg","General Supplies",3723
"GarfieldCompSciMg","Instructional Materials",4796
"GarfieldCompSciMg","Magnet Schools Resources",3723
"GarfieldCompSciMg","Magnet Schools Resources",58473
"GarfieldCompSciMg","Sped-Allocation To Schools For Compliance",255
"GarfieldCompSciMg","Sped-Ima Allocation To Schools",13
"GarfieldCompSciMg","Substitutes-Day To Day And Long-Term",26480
"GarfieldCompSciMg","Teachers",777883
"GarfieldSH","Accelerated Academic Literacy",280923
"GarfieldSH","Administrators (Assistant Principal - Secondary Counseling Services)",114366
"GarfieldSH","Administrators (Principals & Assistant Principals)",527218
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",690
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",690
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",1935
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",2875
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",5520
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",5520
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",10910
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",12827
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",12827
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",21511
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",43322
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",49596
"GarfieldSH","Adult Education/ Regional Occupation Center/Programs",425547
"GarfieldSH","Advisors",98954
"GarfieldSH","Athletics",30604
"GarfieldSH","Cafeteria",560962
"GarfieldSH","Campus Aides",159781
"GarfieldSH","Categorical Program Advisors",100390
"GarfieldSH","Certificated Supplemental Time (X, Z, & Professional Development)",840
"GarfieldSH","Certificated Supplemental Time (X, Z, & Professional Development)",2073
"GarfieldSH","Certificated Supplemental Time (X, Z, & Professional Development)",58763
"GarfieldSH","Clerical Substitutes",3828
"GarfieldSH","Clerical Support",7000
"GarfieldSH","Clerical Support",111502
"GarfieldSH","Clerical Support",350479
"GarfieldSH","Coaches Instructional",21773
"GarfieldSH","Coaches Instructional",58908
"GarfieldSH","Coaches Instructional",80163
"GarfieldSH","Common Core State Standards",20760
"GarfieldSH","Counseling Aides",16084
"GarfieldSH","Counseling Time (Registration)",8537
"GarfieldSH","Counselors",92166
"GarfieldSH","Counselors",401486
"GarfieldSH","Counselors, Pupil Services & Attendance (Psa)",62640
"GarfieldSH","Custodial Supplies",19689
"GarfieldSH","Custodians",598116
"GarfieldSH","Differentials/Longevities",1436
"GarfieldSH","Financial Managers",80141
"GarfieldSH","General Supplies",62876
"GarfieldSH","Instructional Aides",18892
"GarfieldSH","Instructional Materials",33383
"GarfieldSH","Instructional Materials",44440
"GarfieldSH","Instructional Materials",138503
"GarfieldSH","Junior Reserve Officer Training Corps (Jrotc)",74838
"GarfieldSH","Junior Reserve Officer Training Corps (Jrotc)",74838
"GarfieldSH","Nurses",29686
"GarfieldSH","Nurses",69266
"GarfieldSH","Off-Norm & One Time School Allocations",0
"GarfieldSH","Parent Involvement",1050
"GarfieldSH","Parent Involvement",25908
"GarfieldSH","Parent Involvement",99249
"GarfieldSH","Psychiatric Social Workers",104401
"GarfieldSH","Psychologists",10440
"GarfieldSH","Psychologists",93962
"GarfieldSH","Sped-Allocation To Schools For Compliance",16448
"GarfieldSH","Sped-Assistants",265096
"GarfieldSH","Sped-Assistants",1456503
"GarfieldSH","Sped-Ima Allocation To Schools",1875
"GarfieldSH","Sped-Teacher-Resource Specialist Program",397903
"GarfieldSH","Sped-Teacher-Special Day Program",1341128
"GarfieldSH","Substitutes-Day To Day And Long-Term",1304
"GarfieldSH","Substitutes-Day To Day And Long-Term",7944
"GarfieldSH","Substitutes-Day To Day And Long-Term",10000
"GarfieldSH","Substitutes-Day To Day And Long-Term",208530
"GarfieldSH","Teacher - Library Media",98954
"GarfieldSH","Teacher Academic Differentials",9500
"GarfieldSH","Teacher Assistants",12827
"GarfieldSH","Teacher Assistants",93355
"GarfieldSH","Teachers",1000
"GarfieldSH","Teachers",18000
"GarfieldSH","Teachers",561846
"GarfieldSH","Teachers",5845754
"GarfieldSH","Telephone",1000
"GarfieldSH","Temporary Personnel Account",38000
"GarfieldSH","Transportation",3333
"GarfieldSH","Transportation",8000
"GarvanzaEL","Administrators (Principals & Assistant Principals)",128347
"GarvanzaEL","Advisors",20340
"GarvanzaEL","Afterschool Programs",1615
"GarvanzaEL","Afterschool Programs",85816
"GarvanzaEL","Arts Program",19098
"GarvanzaEL","Cafeteria",128662
"GarvanzaEL","Campus Aides",21030
"GarvanzaEL","Categorical Program Advisors",58763
"GarvanzaEL","Certificated Supplemental Time (X, Z, & Professional Development)",1428
"GarvanzaEL","Certificated Supplemental Time (X, Z, & Professional Development)",9492
"GarvanzaEL","Certificated Supplemental Time (X, Z, & Professional Development)",14089
"GarvanzaEL","Classified Overtime, X & Z Time",732
"GarvanzaEL","Classified Overtime, X & Z Time",1000
"GarvanzaEL","Clerical Support",124665
"GarvanzaEL","Common Core State Standards",1442
"GarvanzaEL","Coordinators",79166
"GarvanzaEL","Custodial Supplies",3604
"GarvanzaEL","Custodians",127062
"GarvanzaEL","Differentials/Longevities",1436
"GarvanzaEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GarvanzaEL","General Supplies",6477
"GarvanzaEL","Indirect Cost",4291
"GarvanzaEL","Instructional Materials",500
"GarvanzaEL","Instructional Materials",4366
"GarvanzaEL","Instructional Materials",5499
"GarvanzaEL","Instructional Materials",10060
"GarvanzaEL","Library Aides",11470
"GarvanzaEL","Nurses",9896
"GarvanzaEL","Nurses",19790
"GarvanzaEL","Parent Involvement",4044
"GarvanzaEL","Parent Involvement",9069
"GarvanzaEL","Psychologists",5220
"GarvanzaEL","School Readiness Language Development Program",84747
"GarvanzaEL","Sped-Allocation To Schools For Compliance",3315
"GarvanzaEL","Sped-Assistants",92348
"GarvanzaEL","Sped-Assistants-Preschool",49500
"GarvanzaEL","Sped-Ima Allocation To Schools",357
"GarvanzaEL","Sped-Teacher-Resource Specialist Program",100430
"GarvanzaEL","Sped-Teacher-Special Day Program",93641
"GarvanzaEL","Sped-Teacher-Special Day Program-Preschool",101697
"GarvanzaEL","Substitutes-Day To Day And Long-Term",5034
"GarvanzaEL","Substitutes-Day To Day And Long-Term",49650
"GarvanzaEL","Teacher Assistants",19748
"GarvanzaEL","Teacher Assistants",51308
"GarvanzaEL","Teachers",2000
"GarvanzaEL","Teachers",1479178
"GarvanzaEL","Temporary Personnel Account",10000
"GatesEL","Administrators (Principals & Assistant Principals)",141475
"GatesEL","Advisors",93641
"GatesEL","Afterschool Programs",897
"GatesEL","Afterschool Programs",2692
"GatesEL","Afterschool Programs",19864
"GatesEL","Afterschool Programs",116737
"GatesEL","Arts Program",38196
"GatesEL","Cafeteria",295476
"GatesEL","Campus Aides",21030
"GatesEL","Certificated Supplemental Time (X, Z, & Professional Development)",1142
"GatesEL","Clerical Substitutes",1227
"GatesEL","Clerical Support",124665
"GatesEL","Coaches Instructional",204312
"GatesEL","Counselors, Pupil Services & Attendance (Psa)",20880
"GatesEL","Counselors, Pupil Services & Attendance (Psa)",20880
"GatesEL","Custodial Supplies",4885
"GatesEL","Custodians",38180
"GatesEL","Custodians",127062
"GatesEL","Differentials/Longevities",1436
"GatesEL","General Supplies",11713
"GatesEL","Indirect Cost",1038
"GatesEL","Indirect Cost",5837
"GatesEL","Instructional Aides",9446
"GatesEL","Instructional Materials",1000
"GatesEL","Instructional Materials",3229
"GatesEL","Instructional Materials",10096
"GatesEL","Instructional Materials",11546
"GatesEL","Nurses",19790
"GatesEL","Nurses",59373
"GatesEL","Parent Involvement",8220
"GatesEL","Psychologists",5220
"GatesEL","Psychologists",62640
"GatesEL","School Readiness Language Development Program",119148
"GatesEL","Sped-Allocation To Schools For Compliance",6248
"GatesEL","Sped-Assistants",49500
"GatesEL","Sped-Assistants",291862
"GatesEL","Sped-Ima Allocation To Schools",702
"GatesEL","Sped-Teacher-Resource Specialist Program",106071
"GatesEL","Sped-Teacher-Special Day Program",363781
"GatesEL","Substitutes-Day To Day And Long-Term",3306
"GatesEL","Substitutes-Day To Day And Long-Term",5896
"GatesEL","Substitutes-Day To Day And Long-Term",82750
"GatesEL","Teacher Assistants",64135
"GatesEL","Teacher Assistants",70551
"GatesEL","Teachers",2485259
"GatesEL","Temporary Personnel Account",15158
"GatesStEEC","Early Childhood Development",1018641
"GatesStEEC","Housekeepers",59103
"GatesStEEC","Instructional Materials",9100
"GatesStEEC","Sped-Allocation To Schools For Compliance",510
"GatesStEEC","Sped-Assistants",49500
"GatesStEEC","Sped-Ima Allocation To Schools",150
"GatesStEEC","Sped-Teacher-Special Day Program",88048
"GatesStStatePreSc","Early Childhood Development",118229
"GaultEL","Administrators (Principals & Assistant Principals)",136344
"GaultEL","Advisors",59416
"GaultEL","Afterschool Programs",1615
"GaultEL","Afterschool Programs",82734
"GaultEL","Arts Program",19098
"GaultEL","Cafeteria",81590
"GaultEL","Campus Aides",21030
"GaultEL","Categorical Program Advisors",58763
"GaultEL","Certificated Supplemental Time (X, Z, & Professional Development)",415
"GaultEL","Certificated Supplemental Time (X, Z, & Professional Development)",2516
"GaultEL","Certificated Supplemental Time (X, Z, & Professional Development)",3609
"GaultEL","Clerical Substitutes",707
"GaultEL","Clerical Support",700
"GaultEL","Clerical Support",124665
"GaultEL","Coordinators",98954
"GaultEL","Custodial Supplies",3688
"GaultEL","Custodians",127062
"GaultEL","Differentials/Longevities",718
"GaultEL","Differentials/Longevities",1436
"GaultEL","Employee Benefits/Adjustments/Public Employee Retirements",-8568
"GaultEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GaultEL","General Supplies",6987
"GaultEL","Indirect Cost",4137
"GaultEL","Instructional Materials",364
"GaultEL","Instructional Materials",1000
"GaultEL","Instructional Materials",6048
"GaultEL","Instructional Materials",12055
"GaultEL","Nurses",9896
"GaultEL","Nurses",19790
"GaultEL","Parent Involvement",4044
"GaultEL","Parent Involvement",5287
"GaultEL","Psychologists",5220
"GaultEL","Psychologists",31321
"GaultEL","Reasonable Accommodations",12827
"GaultEL","School Readiness Language Development Program",108571
"GaultEL","Sped-Allocation To Schools For Compliance",4973
"GaultEL","Sped-Assistants",49500
"GaultEL","Sped-Assistants",283696
"GaultEL","Sped-Ima Allocation To Schools",459
"GaultEL","Sped-Preschool Program Services (Including Itinerants)",49500
"GaultEL","Sped-Teacher-Resource Specialist Program",101697
"GaultEL","Sped-Teacher-Special Day Program",258136
"GaultEL","Substitutes-Day To Day And Long-Term",52960
"GaultEL","Teacher Assistants",12827
"GaultEL","Teacher Assistants",13327
"GaultEL","Teachers",1548424
"GaultEL","Temporary Personnel Account",9042
"GaultElemSchCSPP","Early Childhood Development",118229
"GEDTestCenter","Adult Education/ Regional Occupation Center/Programs",32000
"GEDTestCenter","Adult Education/ Regional Occupation Center/Programs",136953
"GEDTestCenter","Adult Education/ Regional Occupation Center/Programs",281047
"GEHaleChrtrAcad","Administrators (Assistant Principal - Secondary Counseling Services)",125589
"GEHaleChrtrAcad","Administrators (Principals & Assistant Principals)",402184
"GEHaleChrtrAcad","Cafeteria",336725
"GEHaleChrtrAcad","Campus Aides",10515
"GEHaleChrtrAcad","Campus Aides",50287
"GEHaleChrtrAcad","Certificated Supplemental Time (X, Z, & Professional Development)",3500
"GEHaleChrtrAcad","Certificated Supplemental Time (X, Z, & Professional Development)",12528
"GEHaleChrtrAcad","Clerical Substitutes",3356
"GEHaleChrtrAcad","Clerical Support",65123
"GEHaleChrtrAcad","Clerical Support",109658
"GEHaleChrtrAcad","Clerical Support",290178
"GEHaleChrtrAcad","Common Core State Standards",5000
"GEHaleChrtrAcad","Counseling Time (Registration)",5304
"GEHaleChrtrAcad","Counselors",304470
"GEHaleChrtrAcad","Custodial Supplies",13768
"GEHaleChrtrAcad","Custodians",357437
"GEHaleChrtrAcad","Financial Managers",36819
"GEHaleChrtrAcad","General Supplies",27903
"GEHaleChrtrAcad","Instructional Aides",21030
"GEHaleChrtrAcad","Instructional Materials",33640
"GEHaleChrtrAcad","Instructional Materials",55548
"GEHaleChrtrAcad","Instructional Materials",95031
"GEHaleChrtrAcad","Library Aides",11470
"GEHaleChrtrAcad","Nurses",29686
"GEHaleChrtrAcad","Nurses",39580
"GEHaleChrtrAcad","Psychologists",8352
"GEHaleChrtrAcad","Psychologists",12528
"GEHaleChrtrAcad","Reasonable Accommodations",25654
"GEHaleChrtrAcad","Sped-Allocation To Schools For Compliance",17659
"GEHaleChrtrAcad","Sped-Assistants",970313
"GEHaleChrtrAcad","Sped-Ima Allocation To Schools",1645
"GEHaleChrtrAcad","Sped-Teacher-Resource Specialist Program",505156
"GEHaleChrtrAcad","Sped-Teacher-Special Day Program",751372
"GEHaleChrtrAcad","Substitutes-Day To Day And Long-Term",762
"GEHaleChrtrAcad","Substitutes-Day To Day And Long-Term",5000
"GEHaleChrtrAcad","Substitutes-Day To Day And Long-Term",6612
"GEHaleChrtrAcad","Substitutes-Day To Day And Long-Term",178740
"GEHaleChrtrAcad","Teacher Academic Differentials",5742
"GEHaleChrtrAcad","Teachers",387743
"GEHaleChrtrAcad","Teachers",4801904
"GEHaleChrtrAcad","Temporary Personnel Account",30624
"GeorgeDelaTorLAUP","Early Childhood Development",132526
"GeorgeDelaTorLAUP","Indirect Cost",6878
"GeorgeDeLaTorreE","Administrators (Principals & Assistant Principals)",139630
"GeorgeDeLaTorreE","Advisors",49478
"GeorgeDeLaTorreE","Arts Program",38196
"GeorgeDeLaTorreE","Cafeteria",223895
"GeorgeDeLaTorreE","Campus Aides",21030
"GeorgeDeLaTorreE","Categorical Program Advisors",100390
"GeorgeDeLaTorreE","Certificated Supplemental Time (X, Z, & Professional Development)",2028
"GeorgeDeLaTorreE","Certificated Supplemental Time (X, Z, & Professional Development)",8147
"GeorgeDeLaTorreE","Classified Overtime, X & Z Time",1500
"GeorgeDeLaTorreE","Clerical Substitutes",1249
"GeorgeDeLaTorreE","Clerical Support",36484
"GeorgeDeLaTorreE","Clerical Support",124665
"GeorgeDeLaTorreE","Coordinators",49478
"GeorgeDeLaTorreE","Counselors, Pupil Services & Attendance (Psa)",20880
"GeorgeDeLaTorreE","Counselors, Pupil Services & Attendance (Psa)",20880
"GeorgeDeLaTorreE","Custodial Overtime & Relief",1500
"GeorgeDeLaTorreE","Custodial Supplies",4858
"GeorgeDeLaTorreE","Custodians",38180
"GeorgeDeLaTorreE","Custodians",127062
"GeorgeDeLaTorreE","Differentials/Longevities",1436
"GeorgeDeLaTorreE","General Supplies",11645
"GeorgeDeLaTorreE","Instructional Materials",1000
"GeorgeDeLaTorreE","Instructional Materials",10272
"GeorgeDeLaTorreE","Instructional Materials",41415
"GeorgeDeLaTorreE","Instructional Materials",72045
"GeorgeDeLaTorreE","Library Aides",11470
"GeorgeDeLaTorreE","Nurses",19790
"GeorgeDeLaTorreE","Nurses",59370
"GeorgeDeLaTorreE","Parent Involvement",300
"GeorgeDeLaTorreE","Parent Involvement",5600
"GeorgeDeLaTorreE","Parent Involvement",7140
"GeorgeDeLaTorreE","Psychiatric Social Workers",20880
"GeorgeDeLaTorreE","Psychologists",5220
"GeorgeDeLaTorreE","Psychologists",20880
"GeorgeDeLaTorreE","Sped-Allocation To Schools For Compliance",4909
"GeorgeDeLaTorreE","Sped-Assistants",46174
"GeorgeDeLaTorreE","Sped-Assistants",148500
"GeorgeDeLaTorreE","Sped-Ima Allocation To Schools",510
"GeorgeDeLaTorreE","Sped-Teacher-Resource Specialist Program",101697
"GeorgeDeLaTorreE","Sped-Teacher-Special Day Program",305737
"GeorgeDeLaTorreE","Substitutes-Day To Day And Long-Term",972
"GeorgeDeLaTorreE","Substitutes-Day To Day And Long-Term",2541
"GeorgeDeLaTorreE","Substitutes-Day To Day And Long-Term",82750
"GeorgeDeLaTorreE","Teacher Assistants",12827
"GeorgeDeLaTorreE","Teacher Assistants",25654
"GeorgeDeLaTorreE","Teachers",406
"GeorgeDeLaTorreE","Teachers",2495160
"GeorgeDeLaTorreE","Temporary Personnel Account",15070
"GeorgeDeLaTorreE","Transportation",4200
"GermainAcademy","Administrators (Principals & Assistant Principals)",140384
"GermainAcademy","Advisors",59416
"GermainAcademy","Arts Program",19098
"GermainAcademy","Arts Program",38196
"GermainAcademy","Cafeteria",112032
"GermainAcademy","Campus Aides",21030
"GermainAcademy","Categorical Program Advisors",58045
"GermainAcademy","Certificated Supplemental Time (X, Z, & Professional Development)",1184
"GermainAcademy","Certificated Supplemental Time (X, Z, & Professional Development)",10924
"GermainAcademy","Classified Overtime, X & Z Time",1000
"GermainAcademy","Clerical Substitutes",1010
"GermainAcademy","Clerical Support",124665
"GermainAcademy","Common Core State Standards",36890
"GermainAcademy","Counselors",20919
"GermainAcademy","Custodial Overtime & Relief",1000
"GermainAcademy","Custodial Supplies",4125
"GermainAcademy","Custodians",124334
"GermainAcademy","Differentials/Longevities",1274
"GermainAcademy","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GermainAcademy","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GermainAcademy","General Supplies",8959
"GermainAcademy","Instructional Materials",7492
"GermainAcademy","Instructional Materials",8384
"GermainAcademy","Instructional Materials",38325
"GermainAcademy","Instructional Materials",50942
"GermainAcademy","Library Aides",11470
"GermainAcademy","Nurses",19790
"GermainAcademy","Nurses",19790
"GermainAcademy","Parent Involvement",2550
"GermainAcademy","Psychologists",5220
"GermainAcademy","Reasonable Accommodations",5016
"GermainAcademy","Sped-Allocation To Schools For Compliance",3570
"GermainAcademy","Sped-Assistants",237791
"GermainAcademy","Sped-Ima Allocation To Schools",306
"GermainAcademy","Sped-Teacher-Resource Specialist Program",95494
"GermainAcademy","Sped-Teacher-Special Day Program",95494
"GermainAcademy","Sped-Teacher-Special Day Program-Preschool",100430
"GermainAcademy","Substitutes-Day To Day And Long-Term",66200
"GermainAcademy","Teacher Assistants",25654
"GermainAcademy","Teacher Assistants",38486
"GermainAcademy","Teacher Assistants",44897
"GermainAcademy","Teachers",1953481
"GermainAcademy","Temporary Personnel Account",11594
"GKiriyamaCAS/AEWC","Options Program",191
"GKiriyamaCAS/AEWC","Options Program",288
"GKiriyamaCAS/AEWC","Options Program",2875
"GKiriyamaCAS/AEWC","Options Program",5250
"GKiriyamaCAS/AEWC","Options Program",33198
"GKiriyamaCAS/AEWC","Options Program",262540
"GlassellParkEEC","Early Childhood Development",13900
"GlassellParkEEC","Early Childhood Development",1479905
"GlassellParkEEC","Housekeepers",59103
"GlassellParkEEC","Sped-Allocation To Schools For Compliance",128
"GlassellParkEEC","Sped-Assistants-Preschool",0
"GlassellParkEEC","Sped-Ima Allocation To Schools",150
"GlassellParkEEC","Sped-Teacher-Special Day Program-Preschool",93641
"GlassellPkEL","Administrators (Principals & Assistant Principals)",103950
"GlassellPkEL","Administrators (Principals & Assistant Principals)",153140
"GlassellPkEL","Afterschool Programs",1615
"GlassellPkEL","Afterschool Programs",73512
"GlassellPkEL","Arts Program",38196
"GlassellPkEL","Cafeteria",208670
"GlassellPkEL","Campus Aides",21030
"GlassellPkEL","Certificated Supplemental Time (X, Z, & Professional Development)",23534
"GlassellPkEL","Classified Overtime, X & Z Time",3668
"GlassellPkEL","Clerical Substitutes",823
"GlassellPkEL","Clerical Support",124665
"GlassellPkEL","Coaches Instructional",102155
"GlassellPkEL","Common Core State Standards",32690
"GlassellPkEL","Custodial Overtime & Relief",1000
"GlassellPkEL","Custodial Supplies",3217
"GlassellPkEL","Custodians",124334
"GlassellPkEL","General Supplies",792
"GlassellPkEL","Indirect Cost",3676
"GlassellPkEL","Instructional Aides",9446
"GlassellPkEL","Instructional Materials",1000
"GlassellPkEL","Instructional Materials",3332
"GlassellPkEL","Instructional Materials",3585
"GlassellPkEL","Instructional Materials",19284
"GlassellPkEL","Nurses",14190
"GlassellPkEL","Off-Norm & One Time School Allocations",0
"GlassellPkEL","Parent Involvement",2765
"GlassellPkEL","Parent Involvement",4884
"GlassellPkEL","Psychiatric Social Workers",20880
"GlassellPkEL","Psychologists",5220
"GlassellPkEL","Psychologists",20880
"GlassellPkEL","School Readiness Language Development Program",115420
"GlassellPkEL","Sped-Allocation To Schools For Compliance",3953
"GlassellPkEL","Sped-Assistants",49500
"GlassellPkEL","Sped-Assistants",240848
"GlassellPkEL","Sped-Ima Allocation To Schools",396
"GlassellPkEL","Sped-Teacher-Resource Specialist Program",100430
"GlassellPkEL","Sped-Teacher-Special Day Program",187002
"GlassellPkEL","Sped-Teacher-Special Day Program-Preschool",100075
"GlassellPkEL","Substitutes-Day To Day And Long-Term",8160
"GlassellPkEL","Substitutes-Day To Day And Long-Term",56270
"GlassellPkEL","Teacher Assistants",38486
"GlassellPkEL","Teachers",1715939
"GlassellPkEL","Temporary Personnel Account",9812
"GlassellPkEL","Transportation",4440
"GledhillEL","Administrators (Principals & Assistant Principals)",134834
"GledhillEL","Advisors",99698
"GledhillEL","Afterschool Programs",1615
"GledhillEL","Afterschool Programs",85902
"GledhillEL","Arts Program",38196
"GledhillEL","Cafeteria",159104
"GledhillEL","Campus Aides",21030
"GledhillEL","Certificated Supplemental Time (X, Z, & Professional Development)",2042
"GledhillEL","Certificated Supplemental Time (X, Z, & Professional Development)",9142
"GledhillEL","Clerical Substitutes",505
"GledhillEL","Clerical Support",124665
"GledhillEL","Coaches Instructional",102154
"GledhillEL","Common Core State Standards",7627
"GledhillEL","Custodial Supplies",4129
"GledhillEL","Custodians",127062
"GledhillEL","Differentials/Longevities",1436
"GledhillEL","General Supplies",4760
"GledhillEL","Indirect Cost",4295
"GledhillEL","Instructional Materials",4192
"GledhillEL","Instructional Materials",11124
"GledhillEL","Instructional Materials",54466
"GledhillEL","Library Aides",11470
"GledhillEL","Nurses",19790
"GledhillEL","Parent Involvement",4956
"GledhillEL","Psychologists",5220
"GledhillEL","Psychologists",31321
"GledhillEL","Reasonable Accommodations",1101
"GledhillEL","Sped-Allocation To Schools For Compliance",4144
"GledhillEL","Sped-Assistants",391136
"GledhillEL","Sped-Ima Allocation To Schools",523
"GledhillEL","Sped-Teacher-Resource Specialist Program",104597
"GledhillEL","Sped-Teacher-Special Day Program",187137
"GledhillEL","Sped-Teacher-Special Day Program-Preschool",69245
"GledhillEL","Substitutes-Day To Day And Long-Term",1014
"GledhillEL","Substitutes-Day To Day And Long-Term",3000
"GledhillEL","Substitutes-Day To Day And Long-Term",39720
"GledhillEL","Teacher Assistants",39261
"GledhillEL","Teachers",958
"GledhillEL","Teachers",4833
"GledhillEL","Teachers",1081193
"GledhillEL","Temporary Personnel Account",11374
"GledhillMath/SciMa","Clerical Substitutes",450
"GledhillMath/SciMa","General Supplies",4029
"GledhillMath/SciMa","Instructional Materials",3792
"GledhillMath/SciMa","Magnet Schools Resources",7582
"GledhillMath/SciMa","Magnet Schools Resources",58836
"GledhillMath/SciMa","Sped-Allocation To Schools For Compliance",1084
"GledhillMath/SciMa","Substitutes-Day To Day And Long-Term",29790
